Soil Moisture,Temperature, Soil Humidity,Time,Status
34,40,64,32,ON
32,31,42,5,ON
49,17,56,104,OFF
44,37,31,25,ON
54,43,63,0,ON
42,27,54,55,ON
56,7,70,58,ON
13,20,60,22,ON
66,44,38,100,OFF
2,1,29,86,ON
8,23,35,20,ON
8,37,66,33,ON
8,27,65,45,ON
75,7,52,5,OFF
65,25,27,46,OFF
72,5,48,23,OFF
62,13,51,107,OFF
11,35,39,15,ON
75,21,47,97,OFF
84,8,34,100,OFF
46,30,31,74,OFF
82,38,42,67,ON
15,5,42,66,ON
14,6,61,53,ON
10,42,44,98,OFF
59,29,20,66,ON
1,4,59,27,ON
62,33,59,73,ON
34,40,70,52,ON
49,36,69,33,ON
26,34,41,80,ON
62,28,36,83,ON
30,4,48,1,OFF
76,29,30,75,OFF
8,5,20,19,ON
55,42,23,51,ON
51,8,61,44,OFF
54,4,35,60,ON
1,8,42,55,ON
43,8,59,100,OFF
46,32,41,18,ON
12,3,58,59,ON
35,35,63,86,ON
53,21,38,62,ON
2,11,60,56,ON
15,44,55,6,ON
68,2,68,40,OFF
38,44,55,87,ON
79,16,43,30,OFF
40,1,49,51,OFF
17,35,29,68,ON
80,22,36,27,OFF
56,23,52,26,ON
35,18,62,45,OFF
33,6,25,92,OFF
76,9,39,110,OFF
26,13,45,5,ON
89,34,64,16,OFF
59,33,45,50,ON
35,35,66,32,ON
25,22,24,43,OFF
66,12,47,30,OFF
41,19,41,5,ON
84,4,59,13,OFF
40,3,28,43,OFF
7,24,24,73,ON
38,45,53,82,ON
7,39,69,101,OFF
70,24,41,5,OFF
58,41,38,50,ON
10,11,69,4,ON
75,2,51,83,OFF
78,16,50,66,OFF
90,18,33,17,OFF
42,18,49,3,ON
55,19,36,11,ON
65,8,24,18,OFF
30,45,60,39,ON
3,30,66,40,ON
2,10,67,103,OFF
76,19,60,42,OFF
20,22,29,28,ON
29,0,21,82,OFF
23,41,61,85,ON
25,25,62,94,OFF
73,45,63,31,OFF
86,20,39,70,ON
36,0,23,9,OFF
1,2,59,13,ON
30,21,61,55,OFF
3,30,38,24,ON
6,43,40,104,OFF
62,4,45,82,OFF
15,27,48,34,ON
71,15,51,11,OFF
41,27,42,22,ON
45,29,55,46,ON
59,2,29,15,OFF
58,45,68,109,OFF
65,10,34,16,OFF
60,26,35,13,OFF
12,33,22,10,ON
42,39,40,68,ON
4,44,57,62,ON
4,34,65,80,ON
11,35,27,24,ON
87,8,34,92,OFF
2,20,48,34,ON
75,19,30,7,OFF
43,26,25,86,ON
68,21,26,14,OFF
42,31,65,17,ON
16,2,24,51,ON
54,17,32,109,OFF
4,0,44,29,OFF
36,9,43,47,OFF
24,6,48,39,ON
55,29,66,85,ON
43,23,33,81,ON
72,31,23,98,OFF
86,26,64,21,OFF
21,12,44,90,OFF
41,0,52,44,OFF
24,28,69,25,ON
60,24,32,56,ON
85,26,59,93,OFF
36,38,42,109,OFF
9,9,28,104,OFF
42,19,57,21,ON
63,4,32,74,ON
70,13,49,5,OFF
84,15,56,55,OFF
46,35,57,91,OFF
3,11,27,50,ON
69,10,48,69,OFF
32,27,45,65,ON
58,4,64,20,ON
32,8,55,54,OFF
39,45,25,103,OFF
23,35,56,76,ON
26,10,29,34,ON
89,42,55,23,OFF
5,22,55,40,ON
10,34,70,57,ON
11,22,53,35,ON
87,37,64,28,OFF
34,7,69,16,ON
15,30,54,57,ON
23,39,61,33,ON
4,31,21,42,ON
81,39,60,38,OFF
15,24,55,6,ON
24,6,47,27,ON
20,32,47,43,ON
65,5,52,40,OFF
61,5,38,15,OFF
21,45,62,69,ON
72,37,61,76,ON
69,25,34,89,ON
21,11,48,110,OFF
3,28,24,109,OFF
65,4,30,49,OFF
13,2,56,97,OFF
5,43,64,110,OFF
8,12,68,28,ON
67,21,49,41,ON
55,8,70,80,ON
10,41,60,52,ON
14,44,60,40,ON
36,1,54,68,OFF
52,9,54,52,OFF
35,4,51,98,OFF
88,13,57,15,OFF
87,15,26,27,OFF
15,31,67,30,ON
47,22,55,7,ON
46,27,63,60,OFF
87,43,50,66,ON
29,22,54,35,ON
2,29,45,20,ON
43,42,39,58,ON
29,13,38,50,ON
27,26,64,41,ON
4,31,63,36,ON
66,41,41,64,ON
48,31,33,90,ON
65,31,34,20,OFF
12,8,40,51,ON
34,37,34,98,OFF
4,10,33,45,ON
69,32,28,41,ON
13,26,28,23,ON
10,41,33,46,ON
2,0,65,7,OFF
50,44,52,106,OFF
1,32,54,76,ON
49,31,51,8,ON
3,13,20,81,ON
27,6,51,85,OFF
66,3,57,105,OFF
51,23,50,30,ON
50,32,20,8,ON
23,10,70,110,OFF
90,15,34,77,ON
19,8,47,91,OFF
48,7,62,103,OFF
51,9,27,37,ON
63,21,40,40,ON
77,30,66,55,ON
69,15,63,89,OFF
84,18,25,68,OFF
19,24,20,100,OFF
85,43,27,74,ON
73,27,58,4,OFF
60,8,31,62,OFF
85,16,45,10,OFF
40,19,50,45,ON
79,8,61,21,OFF
6,11,42,4,ON
72,7,23,81,OFF
44,7,42,77,OFF
89,35,22,40,ON
38,1,39,65,OFF
85,5,59,50,OFF
78,40,67,22,OFF
5,19,49,35,ON
27,39,47,50,ON
56,29,25,85,ON
60,15,59,49,OFF
59,35,41,41,ON
62,21,68,18,OFF
44,13,42,50,ON
45,13,70,44,ON
66,44,27,59,ON
80,24,30,62,OFF
89,6,35,26,OFF
1,37,28,16,ON
32,28,39,93,OFF
20,5,59,27,ON
30,18,48,70,ON
35,8,60,35,OFF
63,26,55,43,ON
66,8,53,57,OFF
28,18,26,75,OFF
58,10,47,33,ON
45,20,35,51,ON
48,44,56,86,ON
30,3,21,19,ON
86,28,22,47,ON
43,15,39,47,ON
9,12,58,84,ON
21,45,37,4,ON
81,12,61,4,OFF
2,19,23,34,ON
9,26,45,11,ON
46,41,64,64,ON
36,27,65,18,ON
39,18,57,6,ON
73,34,43,110,OFF
37,38,43,45,ON
13,9,63,32,OFF
48,0,61,108,OFF
75,24,49,84,ON
18,34,45,79,ON
73,20,60,54,OFF
26,21,54,17,ON
85,33,68,85,ON
70,11,58,100,OFF
87,45,68,27,OFF
65,16,37,32,OFF
38,38,36,10,ON
63,34,22,37,OFF
56,20,46,18,ON
15,11,65,81,ON
4,10,52,46,ON
14,27,30,93,OFF
87,4,66,103,OFF
59,33,50,110,OFF
34,19,55,89,OFF
42,4,36,82,OFF
13,33,37,40,ON
42,18,27,66,OFF
35,6,67,47,ON
24,41,37,23,ON
49,26,45,9,ON
64,25,49,74,ON
76,17,32,91,OFF
28,19,48,91,OFF
6,20,22,6,ON
60,3,27,96,OFF
31,0,67,61,OFF
35,43,23,52,ON
79,5,51,52,OFF
18,9,31,50,ON
70,7,39,28,OFF
1,8,23,20,ON
42,19,30,11,ON
63,40,42,32,OFF
6,14,26,9,ON
20,6,25,33,ON
86,15,63,106,OFF
52,18,53,6,ON
65,43,46,97,OFF
88,9,25,53,OFF
14,40,23,38,ON
51,45,28,80,ON
44,9,40,68,ON
23,4,65,39,ON
73,1,48,70,OFF
47,33,38,0,ON
8,16,64,58,ON
5,45,41,44,ON
36,25,35,94,OFF
49,28,41,104,OFF
63,28,20,105,OFF
3,29,51,28,ON
56,40,58,95,OFF
87,2,39,4,OFF
54,23,22,54,ON
85,45,59,82,ON
24,7,39,107,OFF
9,18,38,40,ON
21,17,55,94,OFF
72,40,59,103,OFF
42,26,67,109,OFF
42,19,27,100,OFF
72,5,21,76,OFF
41,40,48,32,ON
73,3,48,96,OFF
89,35,27,2,OFF
25,2,67,89,OFF
70,4,27,54,OFF
22,4,34,104,OFF
22,1,67,32,ON
86,4,42,6,OFF
49,34,43,52,ON
71,28,63,22,OFF
12,30,31,64,ON
50,17,70,47,ON
4,27,65,90,ON
65,26,54,20,OFF
54,21,39,3,ON
60,6,41,58,OFF
37,25,25,63,ON
80,5,53,65,OFF
21,19,45,23,ON
82,40,55,28,OFF
19,2,60,74,ON
15,5,38,14,ON
51,13,68,48,ON
41,20,31,51,OFF
6,30,47,6,ON
11,8,26,30,OFF
43,43,49,36,ON
38,1,50,49,OFF
69,35,41,69,ON
9,13,48,34,ON
35,20,38,74,ON
40,27,24,61,ON
77,28,62,9,OFF
19,27,24,42,ON
67,37,61,62,ON
1,39,41,76,ON
54,30,66,74,ON
78,7,32,15,OFF
84,0,28,100,OFF
9,12,53,99,OFF
34,14,64,20,ON
34,43,30,72,ON
84,22,42,103,OFF
59,14,68,106,OFF
76,32,44,25,OFF
46,29,27,56,ON
34,24,53,95,OFF
13,2,64,46,ON
42,40,54,102,OFF
66,42,22,103,OFF
8,3,20,8,OFF
69,15,44,83,ON
32,36,59,8,ON
58,38,21,10,ON
36,29,37,46,ON
59,21,51,25,ON
79,28,48,86,ON
65,44,54,109,OFF
23,32,70,43,ON
74,11,68,15,OFF
80,4,42,69,OFF
53,18,41,52,ON
54,33,55,47,ON
53,32,49,46,ON
41,5,31,48,OFF
43,25,65,74,ON
35,33,41,26,ON
5,11,44,32,ON
31,13,36,72,ON
8,35,45,93,OFF
26,33,58,10,ON
49,36,62,27,ON
21,35,40,94,OFF
9,19,48,50,ON
44,37,22,26,ON
48,12,53,103,OFF
85,38,63,76,ON
66,38,58,57,ON
77,0,64,93,OFF
47,25,44,18,OFF
11,27,70,37,ON
22,29,66,12,ON
90,29,26,59,ON
27,34,25,8,ON
32,34,22,7,ON
47,6,46,95,OFF
21,28,68,28,ON
30,33,63,87,ON
79,1,53,110,OFF
72,26,26,21,OFF
66,43,41,90,ON
15,28,58,28,ON
48,27,57,84,ON
23,15,56,108,OFF
86,20,55,30,OFF
74,26,48,110,OFF
67,12,55,90,OFF
85,23,56,40,OFF
75,28,62,72,OFF
35,0,58,54,OFF
65,38,29,8,ON
54,41,20,21,ON
47,35,65,88,ON
35,10,27,23,ON
38,34,50,100,OFF
89,28,45,86,ON
40,36,70,69,ON
81,21,70,0,OFF
28,37,70,30,ON
51,25,42,22,ON
21,16,70,102,OFF
28,34,57,37,ON
61,13,43,45,ON
67,38,56,50,ON
50,23,52,109,OFF
24,39,49,5,ON
42,29,45,18,ON
16,6,45,22,ON
73,41,45,72,ON
73,6,70,20,OFF
5,20,43,66,ON
9,9,46,1,OFF
88,19,41,87,ON
73,25,37,50,ON
87,19,37,102,OFF
66,17,52,46,OFF
35,43,21,66,ON
83,27,58,80,ON
17,9,44,44,ON
37,18,36,5,ON
72,11,24,52,OFF
37,41,61,46,ON
30,0,60,105,OFF
75,6,59,85,OFF
5,25,67,30,ON
25,28,44,100,OFF
56,9,63,1,OFF
29,18,57,44,OFF
20,17,61,35,OFF
55,17,58,54,OFF
78,38,48,22,OFF
77,12,23,55,OFF
27,33,69,87,ON
15,5,53,29,ON
3,42,35,50,ON
4,4,64,8,OFF
13,11,39,104,OFF
49,2,36,104,OFF
1,24,27,32,ON
25,34,53,73,ON
89,43,25,67,ON
74,40,39,32,OFF
85,15,52,100,OFF
60,35,21,57,ON
83,32,55,110,OFF
69,42,69,83,ON
73,8,29,33,OFF
44,36,56,4,ON
58,44,34,31,ON
66,8,46,80,OFF
78,29,32,100,OFF
67,10,44,84,OFF
7,13,58,14,ON
21,29,20,63,ON
38,17,66,86,ON
76,7,39,18,OFF
89,8,49,98,OFF
87,44,33,85,ON
8,31,32,91,OFF
14,37,50,18,ON
83,42,50,80,ON
52,31,57,50,ON
65,33,43,84,ON
85,28,24,46,ON
25,0,52,49,OFF
49,27,63,109,OFF
67,21,25,103,OFF
34,32,52,87,ON
78,15,39,14,OFF
3,2,30,89,ON
84,25,30,25,OFF
51,30,63,15,ON
58,13,65,78,ON
89,0,43,34,OFF
58,26,67,69,ON
4,11,25,45,ON
75,7,34,97,OFF
25,18,69,26,ON
73,2,54,4,OFF
42,2,39,49,OFF
25,10,46,93,OFF
53,28,51,57,ON
10,40,65,98,OFF
85,36,61,41,ON
45,13,69,94,OFF
29,11,52,50,OFF
54,24,41,55,ON
45,38,51,60,ON
34,15,29,84,OFF
87,28,49,105,OFF
87,16,28,80,OFF
73,20,43,14,OFF
27,9,49,25,OFF
22,3,25,71,OFF
23,1,46,74,OFF
16,19,62,1,ON
65,18,20,27,OFF
74,39,56,85,ON
2,10,29,88,ON
31,24,37,8,ON
84,2,38,2,OFF
46,8,64,5,OFF
89,37,26,52,ON
20,41,67,20,ON
45,17,40,27,OFF
90,6,57,85,OFF
72,38,33,56,ON
83,24,57,82,OFF
45,3,57,41,OFF
3,29,68,101,OFF
68,5,55,0,OFF
90,19,50,12,OFF
7,37,42,13,ON
14,19,51,7,ON
61,2,57,104,OFF
80,4,39,80,OFF
23,1,30,78,OFF
87,10,35,72,ON
4,18,46,92,OFF
44,29,42,16,ON
36,43,43,38,ON
43,42,46,42,ON
31,2,55,19,ON
50,26,36,103,OFF
3,38,51,50,ON
24,5,22,74,OFF
38,44,53,48,ON
53,23,37,107,OFF
38,9,29,63,OFF
29,5,41,45,OFF
81,21,50,98,OFF
51,1,49,100,OFF
40,34,55,69,ON
4,30,38,104,OFF
85,24,25,71,OFF
82,24,67,102,OFF
65,26,27,46,OFF
27,26,33,71,ON
59,40,46,63,ON
59,10,39,74,ON
69,20,42,72,ON
56,40,21,56,ON
5,13,59,87,ON
5,33,69,53,ON
12,31,64,71,ON
17,31,23,53,ON
86,31,49,22,OFF
42,20,52,15,ON
72,32,37,60,ON
59,8,69,93,OFF
53,11,45,8,ON
79,17,47,46,ON
79,28,23,31,OFF
24,43,66,69,ON
9,0,26,89,ON
23,14,70,57,ON
84,6,59,36,OFF
53,8,28,53,OFF
43,3,67,94,OFF
13,20,61,37,ON
55,39,40,69,ON
77,41,59,36,OFF
22,28,39,36,ON
74,25,32,19,OFF
84,25,68,68,ON
61,34,69,28,OFF
87,21,42,64,ON
21,18,46,75,ON
17,15,48,2,ON
18,19,20,58,ON
59,3,41,10,OFF
89,4,47,74,OFF
81,44,54,91,OFF
24,11,57,8,ON
30,26,37,8,ON
82,39,23,58,ON
24,20,53,84,OFF
9,15,32,81,ON
58,35,23,48,ON
36,20,55,5,ON
77,44,59,5,OFF
37,5,62,47,OFF
82,40,62,90,ON
62,8,32,20,OFF
73,19,68,50,ON
57,7,20,58,OFF
39,41,69,77,ON
42,33,59,43,ON
37,35,52,3,ON
89,30,41,22,OFF
28,17,39,44,ON
35,31,56,41,ON
4,43,55,35,ON
85,39,29,13,OFF
3,44,48,38,ON
34,35,43,18,ON
3,42,47,27,ON
63,23,48,53,ON
1,39,56,34,ON
78,1,42,109,OFF
71,4,44,105,OFF
3,43,63,6,ON
57,42,56,31,ON
72,33,43,60,ON
38,32,57,21,ON
40,5,33,83,ON
88,21,50,39,OFF
33,9,22,104,OFF
15,27,30,40,ON
3,44,38,27,ON
86,30,66,65,ON
60,8,40,72,OFF
50,42,30,106,OFF
17,34,66,38,ON
65,21,47,32,OFF
54,16,35,41,ON
8,44,52,43,ON
64,26,24,15,OFF
15,19,61,17,ON
25,14,50,86,OFF
81,1,21,5,OFF
13,39,52,90,ON
83,23,37,67,ON
51,6,32,55,ON
67,43,44,67,ON
79,1,31,39,OFF
49,39,67,8,ON
66,6,59,86,OFF
11,23,66,109,OFF
37,14,56,84,OFF
73,3,23,70,OFF
27,6,48,64,OFF
22,30,41,6,ON
51,40,66,39,ON
19,19,63,90,ON
75,43,26,31,OFF
68,16,59,106,OFF
67,14,62,81,OFF
71,18,43,26,OFF
64,29,25,9,ON
75,2,30,17,OFF
63,1,53,19,OFF
23,2,67,88,OFF
5,42,30,91,OFF
42,34,50,26,ON
39,38,65,87,ON
88,13,51,72,OFF
16,34,24,64,ON
61,14,28,14,OFF
50,34,64,84,ON
6,32,68,78,ON
13,11,55,82,ON
83,37,24,35,OFF
74,44,56,104,OFF
28,26,24,84,ON
59,24,61,92,OFF
46,26,20,94,OFF
9,45,25,71,ON
74,26,57,71,ON
14,36,62,76,ON
51,42,41,97,OFF
12,22,44,40,ON
79,36,69,41,ON
11,12,56,52,ON
2,39,68,83,ON
37,36,65,80,ON
87,31,64,11,OFF
28,10,33,92,OFF
41,8,21,6,OFF
59,40,65,104,OFF
17,36,34,95,OFF
33,43,59,4,ON
38,32,67,21,ON
41,2,69,99,OFF
35,6,62,55,OFF
86,26,49,81,ON
18,27,22,100,OFF
7,35,31,2,ON
1,12,21,41,ON
55,44,37,107,OFF
83,24,42,46,ON
62,32,23,19,OFF
50,10,27,51,OFF
76,35,22,26,OFF
73,32,45,75,ON
29,17,37,51,ON
31,22,70,5,ON
59,11,41,107,OFF
44,42,23,108,OFF
16,21,36,46,ON
60,9,57,76,OFF
62,24,29,56,OFF
64,44,35,88,ON
73,37,31,21,OFF
64,26,46,44,ON
46,30,25,53,ON
88,40,21,39,OFF
80,0,38,21,OFF
32,9,67,31,ON
80,2,61,18,OFF
86,10,42,11,OFF
13,34,28,20,ON
47,37,23,80,ON
13,3,38,41,ON
41,8,46,81,OFF
20,28,62,93,OFF
74,24,36,65,ON
54,12,27,90,OFF
3,15,39,17,ON
42,12,31,9,ON
16,38,51,22,ON
78,13,61,29,OFF
67,36,21,77,ON
1,25,28,20,ON
57,43,29,41,ON
36,30,63,64,OFF
69,9,65,78,ON
14,4,52,0,OFF
19,41,48,23,ON
50,13,64,40,ON
71,40,53,40,ON
41,23,64,49,ON
51,2,47,68,OFF
31,39,65,10,ON
50,16,50,106,OFF
68,11,25,18,OFF
35,26,62,36,ON
71,29,39,29,OFF
37,10,49,68,OFF
12,10,34,100,OFF
5,12,25,33,ON
32,7,67,67,ON
45,15,49,93,OFF
29,28,41,29,ON
81,40,46,99,OFF
45,41,52,62,ON
62,36,42,17,OFF
78,36,43,78,ON
21,34,32,13,ON
82,29,45,31,OFF
65,23,30,99,OFF
61,16,50,84,OFF
67,26,26,11,OFF
86,21,65,26,OFF
17,41,43,6,ON
16,1,68,10,ON
83,3,51,36,OFF
51,27,68,23,ON
81,15,22,26,OFF
53,30,62,17,ON
42,11,70,52,ON
84,17,57,40,OFF
21,33,43,60,ON
11,27,59,74,ON
33,38,40,47,ON
86,12,38,12,OFF
82,37,25,10,OFF
29,42,30,6,ON
2,40,61,5,ON
82,44,49,19,OFF
19,37,52,86,ON
12,45,56,56,ON
50,18,46,34,ON
52,35,33,82,ON
38,10,42,70,OFF
46,25,25,65,ON
85,1,36,80,OFF
67,8,59,85,OFF
53,29,54,19,ON
73,28,53,41,ON
53,32,33,13,OFF
87,10,65,31,OFF
70,0,55,87,OFF
79,20,65,102,OFF
4,29,43,77,ON
19,37,31,77,ON
34,5,39,70,OFF
26,1,69,75,OFF
61,36,63,15,OFF
89,20,60,12,OFF
60,32,46,28,OFF
48,20,31,70,OFF
34,3,62,31,ON
71,32,56,0,OFF
46,3,37,60,OFF
4,16,39,68,ON
42,15,57,15,ON
54,29,46,80,ON
83,27,66,108,OFF
3,1,34,32,OFF
47,16,23,48,OFF
47,45,49,65,ON
62,39,33,66,ON
62,27,29,93,OFF
55,16,31,90,OFF
4,3,45,95,OFF
79,33,42,15,OFF
4,1,68,73,ON
6,21,22,44,ON
4,6,24,77,ON
38,10,52,18,ON
15,39,61,26,ON
21,19,64,85,ON
7,20,59,88,ON
31,11,48,87,OFF
45,13,51,61,OFF
73,16,21,90,OFF
31,36,68,28,ON
34,0,33,55,OFF
73,3,69,91,OFF
8,2,69,89,ON
15,26,69,93,OFF
76,44,20,58,ON
87,33,57,55,ON
49,28,67,36,ON
31,2,46,29,ON
67,8,59,6,OFF
58,17,60,95,OFF
66,37,31,89,ON
76,2,61,78,OFF
27,39,24,68,ON
62,37,62,56,ON
55,29,49,18,ON
4,38,68,35,ON
20,4,29,87,ON
5,34,40,38,ON
13,7,39,15,ON
85,6,53,36,OFF
2,43,64,38,ON
84,36,66,61,ON
4,26,48,37,ON
19,29,43,8,ON
31,35,41,101,OFF
61,30,64,23,OFF
17,25,32,14,OFF
9,24,51,29,OFF
55,44,63,78,ON
80,5,27,52,OFF
51,20,33,92,OFF
58,5,67,17,ON
63,6,48,8,OFF
87,29,41,84,ON
73,28,43,11,OFF
31,10,69,74,ON
85,36,22,63,ON
20,29,46,54,ON
29,11,20,63,OFF
2,21,33,3,ON
55,31,34,79,ON
49,42,51,96,OFF
9,27,38,108,OFF
43,28,27,12,ON
41,43,40,92,OFF
87,7,61,18,OFF
82,45,33,87,ON
58,38,70,83,ON
30,15,21,93,OFF
43,36,61,104,OFF
3,7,37,47,ON
47,18,46,79,ON
83,33,67,107,OFF
5,35,56,1,ON
32,16,36,107,OFF
84,1,21,49,OFF
69,23,44,16,OFF
66,36,56,102,OFF
55,19,30,63,OFF
2,25,59,30,OFF
33,41,33,94,OFF
80,9,34,88,ON
46,6,39,103,OFF
29,40,32,12,ON
68,3,54,65,OFF
43,16,50,5,ON
64,5,68,53,ON
35,45,64,11,ON
25,15,65,51,ON
6,12,26,1,ON
78,14,40,101,OFF
81,36,60,57,ON
20,10,41,46,ON
80,35,45,45,ON
84,17,42,23,OFF
70,39,21,77,ON
83,45,24,65,ON
17,22,29,39,ON
63,7,66,101,OFF
29,32,36,33,ON
42,9,30,42,OFF
55,18,37,102,OFF
19,25,47,93,OFF
32,23,59,66,OFF
70,36,53,27,OFF
81,27,27,25,OFF
72,34,46,62,ON
79,28,26,1,OFF
59,42,46,71,ON
23,14,37,70,ON
90,35,49,24,OFF
6,36,22,9,ON
61,6,26,81,OFF
37,33,35,38,ON
53,35,27,22,ON
41,30,22,3,ON
35,25,40,20,OFF
62,0,28,14,OFF
14,34,35,93,OFF
47,4,42,2,OFF
61,25,60,16,OFF
40,30,60,46,ON
36,2,49,55,OFF
75,28,58,70,ON
36,42,61,61,ON
5,41,25,39,ON
83,8,29,42,OFF
85,1,34,91,OFF
69,0,37,23,OFF
4,38,64,42,ON
57,39,40,15,ON
25,37,33,42,ON
8,0,25,24,OFF
65,45,60,109,OFF
54,36,66,34,ON
34,33,53,103,OFF
90,17,64,60,ON
3,7,35,7,OFF
9,38,30,19,ON
35,15,67,79,ON
12,22,33,82,ON
84,24,20,25,OFF
46,35,35,95,OFF
64,5,40,31,OFF
5,33,45,41,ON
23,31,38,33,ON
76,33,45,83,ON
78,17,47,28,OFF
56,14,22,72,OFF
48,27,31,11,ON
64,2,20,105,OFF
79,28,33,53,ON
11,16,38,81,ON
39,38,25,57,ON
19,45,20,19,ON
46,14,25,8,ON
63,0,30,50,OFF
64,4,55,0,OFF
3,27,33,32,ON
69,20,63,61,OFF
4,23,29,98,OFF
55,19,32,70,ON
29,4,49,88,OFF
57,19,45,68,ON
72,23,42,94,OFF
3,24,43,22,OFF
33,26,30,38,ON
88,2,39,48,OFF
83,26,31,11,OFF
12,12,41,53,ON
88,41,70,3,OFF
83,13,64,51,ON
80,3,44,58,OFF
62,5,57,52,OFF
87,13,54,9,OFF
42,40,53,77,ON
74,42,33,73,ON
78,13,69,7,OFF
58,13,29,16,ON
40,21,29,26,ON
80,3,30,83,OFF
19,15,32,75,ON
47,27,61,106,OFF
71,11,43,91,OFF
90,40,68,56,ON
74,1,38,76,OFF
14,12,32,35,ON
27,31,21,11,ON
12,14,65,104,OFF
70,22,61,87,OFF
11,0,42,107,OFF
12,17,69,2,ON
1,14,32,82,ON
38,4,55,55,OFF
53,24,21,1,ON
51,12,47,25,ON
4,24,35,17,OFF
45,2,67,38,ON
49,20,25,80,OFF
21,1,31,82,OFF
24,19,36,63,ON
11,42,33,32,ON
44,8,54,54,OFF
50,24,63,62,OFF
43,11,45,64,OFF
59,2,43,96,OFF
3,15,47,51,ON
21,28,41,34,ON
37,16,69,15,ON
41,39,24,32,ON
89,15,27,6,OFF
82,7,50,59,OFF
43,41,64,46,ON
44,32,32,86,ON
35,34,44,76,ON
14,24,48,75,ON
19,12,69,73,ON
68,36,39,11,OFF
57,1,58,89,OFF
4,11,23,81,ON
79,45,41,57,ON
62,3,27,105,OFF
1,12,48,80,ON
5,6,57,109,OFF
83,45,26,15,OFF
53,23,60,73,OFF
39,19,68,5,ON
46,4,36,107,OFF
47,6,27,95,OFF
83,33,21,9,OFF
61,34,45,36,OFF
17,2,38,83,ON
72,25,66,67,ON
32,4,55,62,OFF
77,37,38,91,OFF
44,11,46,22,ON
24,29,22,89,ON
71,20,28,72,OFF
37,6,42,109,OFF
23,27,38,63,ON
43,45,45,33,ON
22,24,33,5,ON
30,6,49,26,ON
81,40,36,16,OFF
52,45,55,70,ON
56,42,64,5,ON
57,17,67,107,OFF
85,10,24,22,OFF
27,38,22,95,OFF
57,21,56,91,OFF
67,23,68,5,ON
78,17,70,8,OFF
63,25,62,6,ON
77,13,37,102,OFF
66,14,34,2,ON
73,44,22,98,OFF
33,20,28,84,OFF
50,37,61,39,ON
84,14,61,90,OFF
6,27,36,97,OFF
72,4,45,10,OFF
55,25,38,17,ON
61,26,49,100,OFF
4,21,50,16,ON
76,9,53,102,OFF
3,29,27,84,ON
75,26,70,56,ON
64,37,54,49,ON
19,44,46,74,ON
56,31,45,7,ON
25,42,34,47,ON
60,25,20,13,OFF
13,30,58,37,ON
35,16,44,101,OFF
29,36,58,3,ON
22,20,61,5,ON
46,6,70,85,OFF
66,4,25,33,OFF
30,2,36,28,ON
20,34,47,33,ON
11,32,20,38,ON
69,43,23,33,OFF
59,9,31,37,ON
71,11,54,47,OFF
16,21,70,106,OFF
39,31,44,96,OFF
32,12,70,101,OFF
33,11,65,39,ON
66,7,36,43,ON
16,16,70,5,ON
11,28,60,83,ON
86,35,69,20,OFF
65,40,24,90,ON
80,24,46,34,OFF
51,20,24,38,ON
85,16,22,62,OFF
18,16,26,58,ON
85,37,67,32,OFF
37,36,53,62,ON
73,30,64,95,OFF
63,14,66,15,OFF
66,8,40,89,OFF
47,21,68,51,ON
32,7,28,11,ON
60,21,30,77,OFF
9,10,39,26,ON
64,19,43,16,OFF
24,43,40,92,OFF
14,13,30,24,ON
11,10,53,69,ON
49,36,34,96,OFF
50,3,52,80,OFF
44,40,39,56,ON
74,20,69,72,ON
9,0,21,24,OFF
88,28,49,75,ON
53,35,24,83,ON
86,1,43,85,OFF
41,31,29,40,ON
82,27,47,21,OFF
69,16,63,0,ON
16,25,30,41,ON
15,34,22,34,ON
83,1,63,40,OFF
31,35,20,60,ON
50,31,46,87,ON
74,29,44,57,ON
82,3,22,35,OFF
87,21,42,84,ON
49,18,35,61,ON
77,25,31,33,OFF
31,19,22,25,ON
11,11,36,58,ON
76,26,64,98,OFF
3,27,37,45,ON
54,35,21,66,ON
30,35,58,100,OFF
14,33,21,84,ON
50,4,54,70,OFF
12,29,50,95,OFF
47,8,40,73,OFF
14,15,34,86,ON
26,17,43,42,ON
31,7,43,8,OFF
59,42,60,58,ON
47,4,62,45,OFF
27,41,50,65,ON
22,17,36,94,OFF
62,36,60,70,ON
31,16,55,99,OFF
85,5,66,11,OFF
4,24,52,34,OFF
46,9,39,28,OFF
32,22,48,55,ON
71,4,70,24,OFF
14,18,64,24,ON
6,29,28,42,ON
88,41,65,19,OFF
23,18,47,106,OFF
22,34,38,25,ON
71,0,50,87,OFF
38,27,31,9,ON
62,36,26,42,ON
90,29,29,76,ON
21,26,65,3,ON
61,10,25,18,OFF
80,26,58,59,OFF
73,32,50,77,ON
59,31,31,41,ON
85,4,29,32,OFF
15,36,61,40,ON
30,26,48,10,ON
58,15,40,16,ON
77,22,27,14,OFF
31,0,28,53,OFF
2,3,32,34,ON
29,6,50,55,OFF
67,22,65,93,OFF
3,16,24,73,ON
66,18,35,8,ON
67,18,45,48,ON
24,39,47,98,OFF
65,1,39,103,OFF
5,16,62,10,OFF
64,33,63,67,ON
86,45,64,86,ON
28,31,59,37,ON
38,45,38,103,OFF
52,18,58,53,OFF
45,10,37,11,ON
83,32,37,19,OFF
24,6,54,59,OFF
50,29,39,4,ON
